Hostname;ServerFunction;IPServer;ServerStatus;SiteCode;OSName;aip_app_name;csc_status;ge_status_code;ge_status_label;ge_test_label
serpolet;Application;10.23.208.30;Active;VBN1;SunOS;IAO Solaris;null;00;Not deployed by CSC;null
sncch10033;Application;10.18.0.169;Active;CCH1;linux;;null;00;Not deployed by CSC;null
sudel10045;Application;10.108.100.120;Active;NDA1;linux;Jumpoff box VM;null;00;Not deployed by CSC;null
sulpt15001;Application;10.18.0.235;Active;CCH1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sutra15001;Application;10.155.143.80;Active;TRA1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sutrc12773;Application;10.92.2.33;Active;TRC1;HP-UX;PeopleSoft;null;00;Not deployed by CSC;null
suwin1bppp;Application;10.164.119.71;Active;WND1;AIX;WIN18087||FILM-X||WIN18269||Submit Client||WIN18124;null;00;Not deployed by CSC;null
canton;Application;10.255.250.40;Active;GUC1;AIX;ISIS  - SAP SRM||ISIS  - SAP SRM||Supplier Relationship Management SAP;done;11;Deployed by CSC and GE test OK;null
celsius;Application;10.255.150.201;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
cubad10231;Application;10.128.172.216;Active;BAD1;linux;;null;00;Not deployed by CSC;null
gcnsse;Application;10.239.4.214;Active;CCH1;SunOS;;null;00;Not deployed by CSC;null
hawai;Application;10.23.29.32;Active;OUS1;SunOS;Support&Hosting Petites applications métier OUS;null;00;Not deployed by CSC;null
lic106;Application;10.238.146.106;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic115;Application;10.238.146.115;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic124;Application;10.238.146.124;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic133;Application;10.238.146.133;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic142;Application;10.238.146.148;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic151;Application;10.238.146.157;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
oracle1-s1;Application;10.128.72.167;Active;BAD1;AIX;EAI Base Platform;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
pascal;Application;10.255.150.136;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
sabad10298;Application;10.238.125.98;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;12;Deployed by CSC and GE test OK;null
sabad10400;Application;10.238.14.245;Active;BAD1;linux;e-Project Renew (HPR)||Hydro Technical Tendering (HTT)||NCM||Hydro Reftable (HREF);done;11;Deployed by CSC and GE test OK;null
sabad10568;Application;10.238.125.68;Active;BAD1;linux;CVS CH||Tarra||ALPEG||CVS  Repository;done;12;Deployed by CSC and GE test OK;null
sabad10955;Application;10.238.206.154;Active;RMA1;linux;PMS;done;12;Deployed by CSC and GE test OK;null
sabad10964;Application;10.238.126.185;Active;BAD1;linux;BAAN UK||BAAN UK||BAAN NL;done;12;Deployed by CSC and GE test OK;null
sabad10973;Application;10.238.14.176;Active;BAD1;linux;e-Temptation Thermal PAC Ludres||e-Temptation Thermal Systems Belfort||e-Temptation Thermal Service France;done;12;Deployed by CSC and GE test OK;null
sabad11189;Application;10.238.196.89;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;12;Deployed by CSC and GE test OK;null
sabad11210;Application;10.238.127.56;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11279;Application;10.238.14.89;Active;BAD1;linux;MAX3000;done;12;Deployed by CSC and GE test OK;null
sabad11369;Application;10.238.196.171;Active;RMA1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
sabad11495;Application;10.238.198.41;Active;BAD1;linux;DELMIA V6||New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sabad15419;Application;10.238.127.190;Active;BAD1;linux;Nexthink;null;00;Not deployed by CSC;null
sabad16148;Application;10.236.4.148;Active;RMA1;AIX;PMX SAP EP;done;11;Deployed by CSC and GE test OK;null
sabad16166;Application;10.236.4.166;Active;RMA1;AIX;New PLM||DELMIA V6||Aralia SIMTREE;done;20;Deployed by CSC but not testable (behind FW);null
sabad18119;Application;10.238.168.29;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18128;Application;10.238.168.38;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18137;Application;10.238.168.47;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18146;Application;10.238.168.56;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18155;Application;10.238.168.65;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18209;Application;10.238.164.19;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18218;Application;10.238.164.28;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18227;Application;10.238.164.37;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18236;Application;10.238.164.46;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18245;Application;10.238.164.55;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18254;Application;10.238.164.64;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18308;Application;10.238.168.208;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18407;Application;10.238.199.23;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18416;Application;10.238.199.32;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18425;Application;10.238.199.41;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18434;Application;10.238.199.50;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18443;Application;10.238.199.59;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19019;Application;10.128.72.202;Active;BAD1;AIX;PMX NW Administrator CUA;done;21;Deployed by CSC and GE test on going;null
sabad19031-vs11;Application;10.128.78.153;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19041-vs11;Application;10.128.78.154;Active;BAD1;SunOS;APC-RPDM;null;00;Not deployed by CSC;null
sabad19046;Application;10.238.142.56;Active;BAD1;SunOS;SECAD GASTON;null;00;Not deployed by CSC;null
sabad19163;Application;10.238.142.165;Active;BAD1;SunOS;EAI Base Platform;null;00;Not deployed by CSC;null
sabad19262;Application;10.238.142.84;Active;RMA1;SunOS;EAI Base Platform;null;00;Not deployed by CSC;null
sabad19271;Application;10.238.142.237;Active;BAD1;SunOS;POSEIDON;null;00;Not deployed by CSC;null
sabad19307;Application;10.238.220.67;Active;BAD1;AIX;AMON;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19325;Application;10.238.143.200;Active;BAD1;AIX;PowerSales/Ferman;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19343;Application;10.238.220.83;Active;RMA1;AIX;PowerSales/Ferman;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19352;Application;10.238.21.76;Active;BAD1;AIX;Powermax;done;11;Deployed by CSC and GE test OK;null
sabad19361;Application;10.238.220.86;Active;BAD1;AIX;PowerSales/Ferman;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19406;Application;10.238.21.38;Active;RMA1;AIX;BI4 Platform (Power)||Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19424;Application;10.238.21.54;Active;RMA1;AIX;Power max (PMX) datawarehouse (BW);done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found. |; lsof Ko : no lsof found |; crontab Ok"
sabad19604;Application;10.238.21.115;Active;BAD1;AIX;Powermax;done;21;Deployed by CSC and GE test on going;null
sabad19802;Application;10.128.78.35;Active;RMA1;AIX;SAP-BW for SAP-CH;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19811;Application;10.238.21.71;Active;RMA1;AIX;SAP CH Bluesky;done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found |; lsof Ko : no lsof found |; crontab Ok"
sabad35039;Application;10.238.101.189;Active;BAD1;linux;Wind PLM;done;12;Deployed by CSC and GE test OK;null
sabor15220;Application;10.18.92.29;Active;BOR1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
sabrs15001;Application;10.38.3.26;Active;BRS1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sacch10469;Application;10.239.25.193;Active;CCH1;linux;BRMS;done;12;Deployed by CSC and GE test OK;null
sacch10496;Application;10.239.26.76;Active;CCH1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sacch15059;Application;10.237.4.59;Active;CCH1;AIX;RAILSYS;null;00;Not deployed by CSC;null
sacch15554;Application;10.239.26.161;Active;CCH1;linux;PKI;done;12;Deployed by CSC and GE test OK;null
sacch15563;Application;10.239.55.18;Active;CCH1;linux;Nexthink;null;00;Not deployed by CSC;null
sacch15617;Application;10.23.31.24;Active;CCH1;linux;ADEL Diane;done;12;Deployed by CSC and GE test OK;null
sacch15653;Application;10.239.27.53;Active;CCH1;linux;CONFLUENCE;done;12;Deployed by CSC and GE test OK;null
sacch15707;Application;10.239.27.107;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
saguc10001;Application;10.255.250.105;Active;GUC1;AIX;Infra INFORMATICA (Platform);null;00;Not deployed by CSC;null
salrh10029;Application;10.23.97.167;Active;LRH1;SunOS;DMA-GS La Rochelle Citadis;null;00;Not deployed by CSC;null
saptf10003;Application;10.23.71.8;Active;PTF1;SunOS;METAPROD;null;00;Not deployed by CSC;null
saptf10021;Application;10.22.97.102;Active;PTF1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sarei10007;Application;10.23.144.10;Active;REI1;AIX;DMA-GS Reichshoffen;null;00;Not deployed by CSC;null
sarma15013;Application;10.238.198.222;Active;RMA1;linux;GForge;done;12;Deployed by CSC and GE test OK;null
sassg10130;Application;10.115.49.130;Active;SSG1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sautc10012;Application;10.192.16.81;Active;UTC1;linux;ClearCase;done;10;Deployed by CSC but GE test KO;ssh : password
savbn10029;Application;10.23.208.67;Active;VBN1;linux;Software Quality;done;12;Deployed by CSC and GE test OK;null
sbbad19139;Application;10.238.207.201;Active;BAD1;AIX;;null;00;Not deployed by CSC;null
sbbad19148;Application;10.238.143.102;Active;BAD1;AIX;BAAN PL||Baan - Belfort 800||BAAN Villeurbanne||BAAN (Canada)||BAAN UK||BAAN NL||Baan - Belfort 700||Baan - Levallois 700;null;00;Not deployed by CSC;null
sbbad19157;Application;10.238.143.167;Active;RMA1;AIX;Hydro Reftable (HREF)||e-Project Renew (HPR)||Hydro Technical Tendering (HTT)||Hydro e-Project Reporting - BI (FRFAHPRP-7IOHD)||Hydro E-Tendering Reporting - BI (FRFAHTTE-7IOHD)||NCM||Hydro Reftable Reporting - BI (FRFAHREF-7IOHD);null;00;Not deployed by CSC;null
sbbad19175;Application;10.238.197.66;Active;BAD1;linux;New PLM||New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sbbad19184;Application;10.238.197.74;Active;BAD1;linux;;done;12;Deployed by CSC and GE test OK;null
sbbad19193;Application;10.238.197.89;Active;BAD1;linux;New PLM;done;20;Deployed by CSC but not testable (behind FW);null
sbbir10001;Application;10.129.131.100;Active;BIR1;linux;Factory Systems Birr;done;12;Deployed by CSC and GE test OK;null
sbcch15010;Application;10.237.4.101;Active;CCH1;AIX;SmartPlantFoundation (SPF);null;00;Not deployed by CSC;null
sbcch15079;Application;10.237.4.79;Active;CCH1;AIX;International Network Database||DSTT||Country & Tax database||AXIOMCAD License Control FR Massy||TDM Belfort||APRIORI||Ethics & Compliance Database||Mis Marques AT||Mis Marques AT;null;00;Not deployed by CSC;null
sbcch15088;Application;10.237.4.88;Active;CCH1;AIX;HR Reporting;null;00;Not deployed by CSC;null
sbcch15655;Application;10.239.26.125;Active;CCH1;linux;CONFLUENCE||Subversion Grid||CROWD||JIRA;done;12;Deployed by CSC and GE test OK;null
sbssg15001;Application;10.115.48.12;Active;SSG1;linux;ELSA;done;12;Deployed by CSC and GE test OK;null
sc5;Utility;10.23.97.70;Active;LRH1;SunOS;;null;00;Not deployed by CSC;null
sublq11486;Application;10.112.9.15;Active;BLQ1;linux;Fax server and portal maintenence and support;asking password;01;CSC not able to deploy;null
sublq13nlk;Application;10.115.1.93;Active;BLQ1;linux;Fax server and portal maintenence and support;null;00;Not deployed by CSC;null
sucrl1a0;Application;10.79.2.83;Active;CRL1;SunOS;Xpedition Enterprise||ClearCase;null;00;Not deployed by CSC;null
suric10002;Application;10.164.24.140;Active;RIC1;linux;Enterprise Data Warehouse||Nucleus v5;done;12;Deployed by CSC and GE test OK;null
tesla;Application;10.255.150.141;Active;CCH1;AIX;ISIS  - SAP SRM||Supplier Relationship Management SAP;null;00;Not deployed by CSC;null
baobab;Application;10.18.146.243;Active;GNB1;SunOS;GP 2000||ARCOLE||Workmanager - Consultation;null;00;Not deployed by CSC;null
gab;Application;10.255.150.214;Active;CCH1;AIX;Infra FAST (File Transfer - Connect Direct);done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
iww;Application;10.23.128.15;Active;BAD1;linux;Other Gestion des plans d'action Support||Purchasing - Gestion des non conformités||Inhouse DELPHI;asking password;01;CSC not able to deploy;null
lic107;Application;10.238.146.107;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic116;Application;10.238.146.116;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic125;Application;10.238.146.125;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic134;Application;10.238.146.134;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic143;Application;10.238.146.149;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic152;Application;10.238.146.158;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
mobius0;Application;10.255.250.196;Active;GUC1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
multimedia;Utility;10.115.0.24;Active;BLQ1;linux;;null;00;Not deployed by CSC;null
naos;Application;10.23.208.31;Active;VBN1;SunOS;UNIX directory NIS VBN;null;00;Not deployed by CSC;null
oracle1-s2;Application;10.128.72.176;Active;BAD1;AIX;EAI Base Platform;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
phoenix;Application;10.128.77.50;Active;BAD1;AIX;;done;20;Deployed by CSC but not testable (behind FW);null
sabad10131;Application;10.128.30.202;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;12;Deployed by CSC and GE test OK;null
sabad10203;Application;10.238.125.203;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad10221;Application;10.238.14.221;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad10299;Application;10.238.125.99;Active;BAD1;linux;ALISTA France||ALISTA France||ALISTA Le Creusot, Madrid, London||Alista||ALISTA Tarbes, Charleroi, Nola||ALISTA Valenciennes, Bucarest, Atagora, La Rochelle;done;12;Deployed by CSC and GE test OK;null
sabad10389;Application;10.238.141.59;Active;BAD1;linux;;culdn't connect;01;CSC not able to deploy;null
sabad10956;Application;10.238.11.119;Active;RMA1;linux;PMS;done;20;Deployed by CSC but not testable (behind FW);null
sabad11004;Application;10.238.141.77;Active;BAD1;linux;PIMS Support;null;00;Not deployed by CSC;null
sabad11121;Application;10.238.196.53;Active;BAD1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11211;Application;10.238.127.75;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11388;Application;10.238.196.175;Active;RMA1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
sabad11397;Application;10.238.197.75;Active;RMA1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad11478;Application;10.238.198.30;Active;BAD1;linux;Nexthink;null;00;Not deployed by CSC;null
sabad16167;Application;10.238.220.60;Active;RMA1;AIX;ASCOT;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad18129;Application;10.238.168.39;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18138;Application;10.238.168.48;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18147;Application;10.238.168.57;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18219;Application;10.238.164.29;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18228;Application;10.238.164.38;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18237;Application;10.238.164.47;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18246;Application;10.238.166.56;Active;BAD1;linux;HPC - TGN Green Extension;done;20;Deployed by CSC but not testable (behind FW);null
sabad18255;Application;10.238.164.65;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18291;Application;10.238.164.111;Active;BAD1;linux;HPC - TGN Green Extension;done;12;Deployed by CSC and GE test OK;null
sabad18309;Application;10.238.168.209;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18408;Application;10.238.199.24;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18417;Application;10.238.199.33;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18426;Application;10.238.199.42;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18435;Application;10.238.199.51;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad18444;Application;10.238.199.60;Active;BAD1;linux;HPC - Plant-HPC new;done;12;Deployed by CSC and GE test OK;null
sabad19047;Application;10.238.142.55;Active;BAD1;SunOS;SECAD;null;00;Not deployed by CSC;null
sabad19056;Application;10.128.72.33;Active;RMA1;AIX;APC VPDM;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19083;Application;10.238.21.83;Active;BAD1;AIX;PW GRC;done;11;Deployed by CSC and GE test OK;null
sabad19092;Application;10.238.142.38;Active;BAD1;SunOS;;null;00;Not deployed by CSC;null
sabad19263;Application;10.238.21.109;Active;BAD1;AIX;Powermax;done;10;Deployed by CSC but GE test KO;ssh : password
sabad19335;Application;10.238.16.35;Active;BAD1;AIX;PLM FastTrack;done;20;Deployed by CSC but not testable (behind FW);null
sabad19344;Application;10.238.220.84;Active;RMA1;AIX;PowerSales/Ferman;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19416;Application;10.238.21.47;Active;RMA1;AIX;Powermax;done;11;Deployed by CSC and GE test OK;null
sabad19515;Application;10.238.21.69;Active;BAD1;AIX;PMX Sabrix;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad19605;Application;10.238.21.116;Active;BAD1;AIX;PMX SAP EP;done;11;Deployed by CSC and GE test OK;null
sabad19803;Application;10.128.72.82;Active;BAD1;AIX;SAP CH Bluesky;done;11;Deployed by CSC and GE test OK;null
sabad19812;Application;10.238.21.72;Active;RMA1;AIX;SAP CH Bluesky;done;10;Deployed by CSC but GE test KO;"netstat Ko : ksh: sudo:  not found |; lsof Ko : no lsof found |; crontab Ok"
sabor15230;Application;10.23.176.166;Active;BOR1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sacch10122;Application;10.239.15.2;Active;CCH1;AIX;PLM FastTrack;null;00;Not deployed by CSC;null
sacch10497;Application;10.239.26.77;Active;CCH1;linux;PCDMS;null;00;Not deployed by CSC;null
sacch10500;Application;10.239.26.75;Active;CCH1;linux;PCDMS;done;12;Deployed by CSC and GE test OK;null
sacch15087;Application;10.255.150.49;Active;CCH1;AIX;GRID SAP Solution Manager;null;00;Not deployed by CSC;null
sacch15555;Application;10.239.26.162;Active;CCH1;linux;PKI;done;12;Deployed by CSC and GE test OK;null
sacch15564;Application;10.239.55.19;Active;CCH1;linux;Nexthink;null;00;Not deployed by CSC;null
sacch15654;Application;10.239.27.54;Active;CCH1;linux;CROWD;done;12;Deployed by CSC and GE test OK;null
sacch15663;Application;10.239.27.63;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch15708;Application;10.239.27.108;Active;CCH1;linux;IMAGINE 2.0;done;12;Deployed by CSC and GE test OK;null
sacch35049;Application;10.237.9.111;Active;CCH1;linux;ALISTA France||Alista;done;12;Deployed by CSC and GE test OK;null
sacch35058;Application;10.237.9.125;Active;CCH1;linux;GSI Content Server;done;12;Deployed by CSC and GE test OK;null
salpt10100;Application;10.18.1.110;Active;CCH1;linux;;done;12;Deployed by CSC and GE test OK;null
saptf10013;Application;10.22.97.20;Active;PTF1;AIX;DMA-GS Valenciennes;null;00;Not deployed by CSC;null
sarei10017;Application;10.23.144.247;Active;REI1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sassg10131;Application;10.115.49.131;Active;SSG1;linux;ClearCase;done;12;Deployed by CSC and GE test OK;null
sbbad19158;Application;10.238.143.166;Active;RMA1;AIX;;null;00;Not deployed by CSC;null
sbcch15011;Application;10.237.4.104;Active;CCH1;AIX;SmartPlantFoundation (SPF);null;00;Not deployed by CSC;null
sbcch15089;Application;10.237.4.89;Active;CCH1;AIX;HR Reporting;null;00;Not deployed by CSC;null
sbcch15656;Application;10.239.26.188;Active;CCH1;linux;CONFLUENCE||Subversion Grid||CROWD||JIRA;done;12;Deployed by CSC and GE test OK;null
sbptf15001;Application;10.22.97.106;Active;PTF1;linux;ELSA;done;12;Deployed by CSC and GE test OK;null
sncch10035;Application;10.18.0.165;Active;CCH1;linux;Central Account Directory (CAD);done;12;Deployed by CSC and GE test OK;null
ss20;Application;10.18.0.150;Active;CCH1;SunOS;GI2000;null;00;Not deployed by CSC;null
suelb15001;Application;10.197.128.31;Active;ELB1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
suqhp10276;Application;10.83.2.80;Active;QHP1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
surid10002;Application;10.192.192.53;Active;RID1;AIX;DMA-GS Ridderkerk;null;00;Not deployed by CSC;null
sutrc1plm1;Application;10.92.0.30;Active;TRC1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
tcein001;Application;10.108.100.49;Active;NDA1;HP-UX;;null;00;Not deployed by CSC;null
v240;Application;10.115.33.93;Active;SAV1;SunOS;E-Ncore||Artemis Savigliano||ARTEMIS||e-Time||e-Config;null;00;Not deployed by CSC;null
watt;Application;10.255.150.142;Active;CCH1;AIX;Alt@is (GRID Global ERP);null;00;Not deployed by CSC;null
buri;Application;10.255.150.52;Active;CCH1;AIX;;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
frptqux3;Application;10.22.140.100;Active;PTQ1;HP-UX;TPQ - Baan E.R.P;null;00;Not deployed by CSC;null
gcna32;Application;10.18.0.239;Active;CCH1;linux;CAO2000;asking for root password;01;CSC not able to deploy;null
gestor;Application;10.23.176.15;Active;BOR1;AIX;HR GESTOR Presence;done;10;Deployed by CSC but GE test KO;ssh : connection refused
kilby;Application;10.255.150.127;Active;CCH1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
lic108;Application;10.238.146.108;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic117;Application;10.238.146.117;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic126;Application;10.238.146.126;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic135;Application;10.238.146.135;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic144;Application;10.238.146.150;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
lic153;Application;10.238.146.159;Active;BAD1;linux;HPC - BIG-Cluster;null;00;Not deployed by CSC;null
mobius1;Application;10.255.250.254;Active;GUC1;AIX;Alt@is (GRID Global ERP);done;11;Deployed by CSC and GE test OK;null
oracle;Application;10.155.31.103;Active;SPM1;AIX;DMA-GS Barcelona;done;10;Deployed by CSC but GE test KO;"netstat Ok; lsof Ko : no lsof found |; crontab Ok"
sabad10402;Application;10.238.125.220;Active;BAD1;linux;STITS (Steam Turbine Integrated Tools Suite);done;11;Deployed by CSC and GE test OK;null
sabad10501;Application;10.238.8.160;Active;BAD1;linux;;null;00;Not deployed by CSC;null
sabad10510;Application;10.238.125.163;Active;BAD1;linux;AUM;done;12;Deployed by CSC and GE test OK;null
sabad10597;Application;10.238.125.197;Active;RMA1;linux;APC-RPDM;done;12;Deployed by CSC and GE test OK;null
sabad10867;Application;10.238.127.62;Active;BAD1;linux;MTA||SUMO;done;12;Deployed by CSC and GE test OK;null
sabad10939;Application;10.238.127.237;Active;BAD1;linux;HyLife;done;12;Deployed by CSC and GE test OK;null
sabad10957;Application;10.238.11.120;Active;RMA1;linux;PMS;done;20;Deployed by CSC but not testable (behind FW);null
sabad10975;Application;10.238.15.178;Active;BAD1;linux;e-Temptation Thermal PAC Ludres||e-Temptation Thermal Systems Belfort||e-Temptation Thermal Service France||e-Temptation Renewable France;done;20;Deployed by CSC but not testable (behind FW);null
sabad11005;Application;10.238.141.78;Active;BAD1;linux;PIMS Support||CSMS - Demo||CSMS - Demo;done;12;Deployed by CSC and GE test OK;null
sabad11050;Application;10.238.37.41;Active;RMA1;linux;Hydro Costing Tool (HCT);done;20;Deployed by CSC but not testable (behind FW);null
sabad11212;Application;10.238.127.157;Active;BAD1;linux;APC VPDM;done;12;Deployed by CSC and GE test OK;null
sabad11389;Application;10.238.196.183;Active;RMA1;linux;PowerPLM;done;12;Deployed by CSC and GE test OK;null
sabad11479;Application;10.238.198.31;Active;BAD1;linux;Nexthink;null;00;Not deployed by CSC;null
sabad11497;Application;10.238.206.220;Active;RMA1;linux;SAP B1 (PowerMax Light);null;00;Not deployed by CSC;null
sabad18139;Application;10.238.168.49;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18148;Application;10.238.168.58;Active;BAD1;linux;HPC - TGN Green ex TARRA;null;00;Not deployed by CSC;null
sabad18229;Application;10.238.164.39;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
sabad18238;Application;10.238.164.48;Active;BAD1;linux;HPC - TGN Green;done;12;Deployed by CSC and GE test OK;null
